(3333333333000000033000000033000000033000000033000000033000000033000000033333333332631, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333267, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332267, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331267, 'up') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335414, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336414, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336314, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336214, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335214, 'up') : 3.04083930230479
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334214, 'right') : 6.234586705581843
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334314, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335314, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335414, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334414, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336414, 'right') : 1.5621795380364272
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336514, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336414, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335414, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335314, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335214, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336214, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336114, 'up') : 0.5551512381031725
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335114, 'left') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335161, 'left') : -100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337551, 'right') : 0.13629718345888664
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337651, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337751, 'left') : 0.18087676411568593
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337651, 'down') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333136, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334136, 'left') : -100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332335, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331335, 'down') : 12.467644971032453
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332335, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332235, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333235, 'down') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334235, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335235, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334235, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333235, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333135, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334135, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334235, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334335, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334435, 'right') : 48.650000000000006
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334535, 'left') : 15.924999999999999
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334435, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335435, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335335, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334335, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335235, 'right') : 6.24999989965995
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335335, 'down') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336335, 'up') : 6.249999999299975
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334235, 'left') : 0.19732862351562494
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334135, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333135, 'left') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332316, 'right') : 12.499999999999941
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332416, 'down') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333416, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333516, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333516, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334516, 'down') : 1.8805982562499999
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335516, 'up') : 6.25
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334516, 'right') : 12.5
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334616, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334716, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334716, 'right') : -100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335175, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335275, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336275, 'right') : 12.49990290182013
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336375, 'up') : 0.7656200779286062
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335375, 'up') : 3.0406237343244897
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334375, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333375, 'left') : 0.7601562407977659
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333275, 'left') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333175, 'down') : 0.7807442270720656
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334175, 'right') : 1.5624999044865513
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334275, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334175, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335275, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335175, 'left') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337146, 'down') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335135, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334135, 'down') : 1.2624581809131563
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335135, 'right') : 3.1249890192281202
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335235, 'down') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336235, 'down') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337235, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337335, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337235, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337135, 'down') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335457, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335557, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335557, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334557, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334657, 'up') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333657, 'up') : 6.08038886875
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332657, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331657, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331757, 'up') : -100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337564, 'down') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335322, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334322, 'up') : 22.75
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333322, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333422, 'up') : 24.323851573894125
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332422, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332522, 'left') : 24.99999996241023
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332422, 'left') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332322, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332422, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331422, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331522, 'down') : 12.499998736196428
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332522, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332622, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332722, 'right') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337532, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337432, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337532, 'right') : 0.0918730394818655
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337632, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337732, 'right') : -100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336351, 'down') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337351, 'up') : 3.1215711935240846
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336351, 'up') : 6.25
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335351, 'up') : 12.5
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334351, 'left') : 25.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334251, 'right') : 8.75
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334251, 'up') : 7.9624999999999995
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333251, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333351, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333251, 'down') : 24.325000000000003
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333351, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333451, 'down') : 6.249999999980386
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334451, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333451, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333251, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332251, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333351, 'down') : 12.499999989394365
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334351, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333451, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332451, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332351, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332451, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332551, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332651, 'down') : 0.7812495138296385
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333651, 'down') : 1.5624999982708685
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334651, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335651, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335751, 'down') : 0.06615116435825208
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336751, 'right') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336516, 'up') : 3.125
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335516, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336516, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336616, 'left') : 1.5498437499990911
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336516, 'left') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336416, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337416, 'down') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333237, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333137, 'right') : 0.15631619228232554
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333237, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333337, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333237, 'down') : 0.3906248203527113
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334237, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334337, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334237, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334137, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334237, 'down') : 0.7812499988577157
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335237, 'right') : 1.5625
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335337, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334337, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335337, 'right') : 3.125
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335437, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335337, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335237, 'down') : 0.27081949111159914
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336237, 'up') : 0.7790059923792123
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335237, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335337, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336337, 'up') : 1.5624999996183329
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334237, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333337, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334337, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334437, 'left') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334437, 'right') : 12.499999911213557
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334537, 'down') : 4.375
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335537, 'right') : 12.5
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335637, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336637, 'up') : 12.490887500000001
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335637, 'up') : 25.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334637, 'right') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334737, 'up') : 100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337447, 'down') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333252, 'down') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334252, 'up') : 24.796350987980425
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333252, 'up') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332252, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331252, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331352, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332352, 'down') : 12.283418721532907
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333352, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332352, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331352, 'up') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336474, 'left') : 24.980624034934753
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336374, 'right') : 8.727394707423874
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336474, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336574, 'down') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337574, 'left') : 100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332251, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332151, 'right') : 1.5188912622567698
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332251, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331251, 'up') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335237, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335137, 'left') : -100
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335146, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336146, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336246, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336346, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337346, 'right') : 3.1249944274937587
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337446, 'right') : 6.249999965790797
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337546, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337646, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337546, 'up') : 12.499999999953113
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336546, 'right') : 25.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336646, 'up') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335646, 'up') : 100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335325, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334325, 'right') : 2.0378592634165313
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334425, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333425, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332425, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331425, 'down') : 49.996719500000005
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332425, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332425, 'left') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332325, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331325, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332325, 'right') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333425, 'right') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333525, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334525, 'up') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333525, 'up') : 100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333566, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332566, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332466, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332566, 'right') : 6.249979070559988
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332666, 'right') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332766, 'left') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332666, 'down') : 12.499999999750697
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333666, 'down') : 24.999999999998998
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334666, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334566, 'left') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334466, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333333466, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332666, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331666, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331566, 'up') : -100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331465, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331365, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332365, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332265, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331265, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331165, 'up') : -100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333336372, 'down') : 50.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333337372, 'left') : 100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334633, 'left') : 10.923762499777505
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334533, 'down') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335533, 'left') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333335433, 'up') : 0.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334433, 'left') : 0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333334333, 'up') : 100.0
(3333333333000000033000000033000000033000000033000000033000000033000000033333333331372, 'down') : 1.5434563933086014
(3333333333000000033000000033000000033000000033000000033000000033000000033333333332372, 'left') : 0.0
